,Label,left_elbow_angle,right_elbow_angle,left_shoulder_angle,right_shoulder_angle,left_knee_angle,right_knee_angle,angle_for_ardhaChandrasana1,angle_for_ardhaChandrasana2,hand_angle,left_hip_angle,right_hip_angle,neck_angle_uk,left_wrist_angle_bk,right_wrist_angle_bk,NOSE_x,NOSE_y,NOSE_z,NOSE_vis,LEFT_EYE_INNER_x,LEFT_EYE_INNER_y,LEFT_EYE_INNER_z,LEFT_EYE_INNER_vis,LEFT_EYE_x,LEFT_EYE_y,LEFT_EYE_z,LEFT_EYE_vis,LEFT_EYE_OUTER_x,LEFT_EYE_OUTER_y,LEFT_EYE_OUTER_z,LEFT_EYE_OUTER_vis,RIGHT_EYE_INNER_x,RIGHT_EYE_INNER_y,RIGHT_EYE_INNER_z,RIGHT_EYE_INNER_vis,RIGHT_EYE_x,RIGHT_EYE_y,RIGHT_EYE_z,RIGHT_EYE_vis,RIGHT_EYE_OUTER_x,RIGHT_EYE_OUTER_y,RIGHT_EYE_OUTER_z,RIGHT_EYE_OUTER_vis,LEFT_EAR_x,LEFT_EAR_y,LEFT_EAR_z,LEFT_EAR_vis,RIGHT_EAR_x,RIGHT_EAR_y,RIGHT_EAR_z,RIGHT_EAR_vis,MOUTH_LEFT_x,MOUTH_LEFT_y,MOUTH_LEFT_z,MOUTH_LEFT_vis,MOUTH_RIGHT_x,MOUTH_RIGHT_y,MOUTH_RIGHT_z,MOUTH_RIGHT_vis,LEFT_SHOULDER_x,LEFT_SHOULDER_y,LEFT_SHOULDER_z,LEFT_SHOULDER_vis,RIGHT_SHOULDER_x,RIGHT_SHOULDER_y,RIGHT_SHOULDER_z,RIGHT_SHOULDER_vis,LEFT_ELBOW_x,LEFT_ELBOW_y,LEFT_ELBOW_z,LEFT_ELBOW_vis,RIGHT_ELBOW_x,RIGHT_ELBOW_y,RIGHT_ELBOW_z,RIGHT_ELBOW_vis,LEFT_WRIST_x,LEFT_WRIST_y,LEFT_WRIST_z,LEFT_WRIST_vis,RIGHT_WRIST_x,RIGHT_WRIST_y,RIGHT_WRIST_z,RIGHT_WRIST_vis,LEFT_PINKY_x,LEFT_PINKY_y,LEFT_PINKY_z,LEFT_PINKY_vis,RIGHT_PINKY_x,RIGHT_PINKY_y,RIGHT_PINKY_z,RIGHT_PINKY_vis,LEFT_INDEX_x,LEFT_INDEX_y,LEFT_INDEX_z,LEFT_INDEX_vis,RIGHT_INDEX_x,RIGHT_INDEX_y,RIGHT_INDEX_z,RIGHT_INDEX_vis,LEFT_THUMB_x,LEFT_THUMB_y,LEFT_THUMB_z,LEFT_THUMB_vis,RIGHT_THUMB_x,RIGHT_THUMB_y,RIGHT_THUMB_z,RIGHT_THUMB_vis,LEFT_HIP_x,LEFT_HIP_y,LEFT_HIP_z,LEFT_HIP_vis,RIGHT_HIP_x,RIGHT_HIP_y,RIGHT_HIP_z,RIGHT_HIP_vis,LEFT_KNEE_x,LEFT_KNEE_y,LEFT_KNEE_z,LEFT_KNEE_vis,RIGHT_KNEE_x,RIGHT_KNEE_y,RIGHT_KNEE_z,RIGHT_KNEE_vis,LEFT_ANKLE_x,LEFT_ANKLE_y,LEFT_ANKLE_z,LEFT_ANKLE_vis,RIGHT_ANKLE_x,RIGHT_ANKLE_y,RIGHT_ANKLE_z,RIGHT_ANKLE_vis,LEFT_HEEL_x,LEFT_HEEL_y,LEFT_HEEL_z,LEFT_HEEL_vis,RIGHT_HEEL_x,RIGHT_HEEL_y,RIGHT_HEEL_z,RIGHT_HEEL_vis,LEFT_FOOT_INDEX_x,LEFT_FOOT_INDEX_y,LEFT_FOOT_INDEX_z,LEFT_FOOT_INDEX_vis,RIGHT_FOOT_INDEX_x,RIGHT_FOOT_INDEX_y,RIGHT_FOOT_INDEX_z,RIGHT_FOOT_INDEX_vis
0,TRAIN/Mountain/mountain1.jpg,177.5203724,176.693169,6.0412743,8.5568651,175.4908534,177.4309177,173.2537194,180.3744418,178.8247649,174.2382026,169.7444037,355.9998733,172.3158526,172.4864469,0.502519894,0.091934522,-0.050400672,1.000324177,0.511850615,0.098525942,-0.053313949,0.998651228,0.507156813,0.088767184,-0.053183961,0.998063299,0.516671769,0.097882222,-0.041129048,1.000227248,0.492391331,0.101281971,-0.037493025,0.999636803,0.476710694,0.085213739,-0.049333126,0.998839838,0.486953843,0.083300564,-0.047449284,1.000657347,0.523838368,0.101029421,-0.017476296,0.998097371,0.478551289,0.106185161,-0.024101665,0.999044366,0.501916605,0.125039267,-0.03533776,0.999698728,0.493194481,0.110212131,-0.0323216,1.000285494,0.567598763,0.242384611,-0.003207671,1.000712755,0.445658583,0.239081535,-0.003436127,0.998477444,0.557053793,0.441903502,0.011350889,1.000168249,0.428872291,0.441464243,0.022747275,0.998568858,0.56342014,0.634492461,0.028892486,0.998429457,0.440940512,0.621209824,0.026233337,0.999007544,0.579194827,0.655087473,0.036223765,1.000155666,0.435509913,0.642948181,0.036173488,0.998528701,0.5653766,0.638161637,0.039728798,0.999534901,0.423146353,0.648142157,0.044703499,1.000076107,0.560441223,0.631908143,0.029007438,1.000125501,0.443705276,0.634831038,0.038357203,0.999484345,0.549638465,0.531995246,-0.003377091,0.999635232,0.469261298,0.532322063,-0.001626094,0.99838684,0.539086042,0.735783828,0.000843843,0.998458218,0.450073941,0.724460502,0.00460548,0.99967176,0.529780381,0.924691724,0.029051765,0.998494545,0.469801628,0.914106327,0.01368489,1.000469634,0.530256343,0.921474623,0.010600352,0.997345568,0.462811524,0.923888069,0.021713728,0.999296598,0.520878097,0.940593711,0.0139565,0.99742244,0.477707645,0.954376733,0.01679635,0.998563515
1,TRAIN/Mountain/mountain2.jpg,176.0712486,174.1289522,12.7430514,14.2851916,175.1259626,178.0647143,176.7892276,180.8741408,171.8877521,179.361141,172.0507238,355.9211995,177.4759022,175.2872697,0.508823235,0.109542037,-0.040046102,1.000544991,0.517567757,0.08730755,-0.057111355,1.000672466,0.520897962,0.087833626,-0.052436089,0.999022766,0.521990983,0.101539631,-0.055109007,0.998038586,0.49232056,0.089782043,-0.039290633,1.000268763,0.481553612,0.08506518,-0.034087762,1.000518554,0.487030053,0.101367686,-0.032283314,0.998527713,0.516628154,0.104413346,-0.016729956,0.998094619,0.475172276,0.110026161,-0.017098569,0.999427476,0.509971756,0.119285346,-0.033563537,0.999021636,0.493890193,0.124312997,-0.030104159,0.998705006,0.558018921,0.248423704,0.001679652,0.998009813,0.434390526,0.23406001,0.007263365,0.9990877,0.561119981,0.447774179,0.021427408,1.000606497,0.432482147,0.441011039,0.012686606,0.998052084,0.563890106,0.627031499,0.031679244,0.999095759,0.437422516,0.628522047,0.02935102,0.998926858,0.576090089,0.646340409,0.037647419,0.998038697,0.424675808,0.652907097,0.037181859,0.997747256,0.574852068,0.64825582,0.040873088,0.99985762,0.440532118,0.639968182,0.029426974,0.997614844,0.556006132,0.631932926,0.031584826,0.998308147,0.444311296,0.641670787,0.030489291,0.999516928,0.549959914,0.539968102,0.005047667,1.000119463,0.468247651,0.520170678,-0.004010517,1.000366927,0.545662565,0.728076223,0.00811517,0.999539861,0.46310617,0.72944008,0.010252939,1.000083482,0.527985623,0.917950106,0.014538526,0.999747411,0.464488765,0.920316507,0.025719493,0.999772864,0.537450207,0.929228023,0.025838298,0.997939225,0.460756931,0.935402621,0.023958825,0.997628754,0.528999439,0.951168936,0.017494003,0.998632525,0.462566913,0.95886708,0.010193623,0.999331204
2,TRAIN/Mountain/mountain3.jpg,180.0057933,176.0389335,9.3531785,12.4861024,177.4202123,178.6718604,178.3760401,176.2607951,171.1859187,177.8535781,178.2214419,355.2295299,178.6211004,172.6420042,0.502596786,0.102060056,-0.047843255,1.000500834,0.519603442,0.090084092,-0.052187277,0.999503472,0.508766774,0.086172767,-0.0486097,0.999254606,0.527894876,0.08386483,-0.057913736,0.99955872,0.480641183,0.099780491,-0.040227734,0.998460076,0.476389821,0.103259891,-0.044323648,0.998599118,0.483191398,0.083399589,-0.048850936,0.999455595,0.518436514,0.112194147,-0.021782775,0.998371106,0.467214879,0.10572906,-0.020434977,0.998106289,0.519101935,0.12731399,-0.037401354,0.998517031,0.488644014,0.124193432,-0.0305044,0.999711128,0.568783085,0.241749839,4.95e-05,0.999954508,0.43550882,0.230148866,-0.00714616,0.99809191,0.562984738,0.446151317,0.02051713,1.000530908,0.442584788,0.439204091,0.021522655,1.000011872,0.560758236,0.637619881,0.029126132,0.99980095,0.439232959,0.625948975,0.03226055,1.000129954,0.563502526,0.644982696,0.047999292,0.999699732,0.429156563,0.658216662,0.033668886,0.999205846,0.565871026,0.656913747,0.032793905,1.000111619,0.427475526,0.650561664,0.033837792,1.000248889,0.56596088,0.642448188,0.029345097,0.998880463,0.447847794,0.639056478,0.044906328,0.997629601,0.532104491,0.535330782,-0.003479737,0.999252808,0.455055332,0.530121291,-0.00075665,0.998119586,0.543889714,0.734994723,0.007623111,1.000037872,0.467115463,0.727933487,0.000214747,0.998144048,0.54334274,0.916542207,0.024973521,0.998954278,0.456364743,0.920968571,0.014845872,1.000350055,0.525805115,0.936408534,0.026831251,0.997511767,0.457361323,0.922010302,0.015882893,0.998603961,0.52781699,0.941551706,0.025271781,0.998932149,0.46306993,0.94716174,0.014333449,0.997003335
3,TRAIN/Mountain/mountain4.jpg,179.0502648,175.296999,11.5739389,13.6920091,179.869071,177.8460731,180.1641043,181.9700988,174.1249471,173.0832425,169.5241526,354.0373259,177.1792776,176.1369139,0.508576411,0.097492894,-0.055229194,0.998174159,0.508433655,0.105785812,-0.053257667,0.998476455,0.518378989,0.088411357,-0.042354279,1.000290772,0.526609013,0.085357658,-0.056659055,0.99914704,0.482153677,0.092542829,-0.038758918,0.998468643,0.479142386,0.094834053,-0.031221535,0.998262412,0.4742756,0.089131527,-0.046527569,0.999106418,0.521324804,0.102783733,-0.020824481,0.998098049,0.481301698,0.1079989,-0.022620401,0.998101994,0.504371217,0.116030685,-0.028022618,1.000849307,0.482036272,0.120723631,-0.020189374,1.000451395,0.553429182,0.249180694,0.001997343,1.000844248,0.443926307,0.24355801,0.009447337,0.999981162,0.561640931,0.442707069,0.027679341,0.998753901,0.442031084,0.439642608,0.016702104,0.9996256,0.566700738,0.627647428,0.032811839,0.998397276,0.436749371,0.639767617,0.024652118,0.999549046,0.577935589,0.646176973,0.044758266,0.999771737,0.432395325,0.64119846,0.037490473,0.998389844,0.561033412,0.642087707,0.028758134,1.000270227,0.433961504,0.65691753,0.042785113,0.99848607,0.557562529,0.640872041,0.040209878,0.998962619,0.44755135,0.640960929,0.030769102,0.99747108,0.546938697,0.526625405,-0.00515502,0.999517935,0.468132641,0.53330012,-0.005033239,0.99996205,0.544390044,0.732161264,0.007629718,0.998764911,0.458847218,0.720120853,0.017397335,0.998009955,0.528849309,0.922687339,0.01283064,0.99811266,0.456835188,0.921852613,0.026624418,1.000295438,0.527726203,0.92156329,0.024499782,0.997934389,0.471433475,0.924898499,0.01352871,0.997746908,0.525707058,0.948965424,0.022712075,0.997715582,0.475625779,0.941600319,0.029451104,0.998094733
4,TRAIN/Mountain/mountain5.jpg,176.0065962,176.6482564,10.0423404,12.8794248,179.5619468,178.9176228,180.935586,173.1981108,174.0513545,178.5404221,176.5885832,361.37226,175.7614669,171.2223897,0.504532965,0.095145834,-0.050726975,0.999260809,0.507502938,0.098120507,-0.058561207,0.998309969,0.51438517,0.087094489,-0.056207484,0.997938503,0.520013996,0.096506908,-0.050170926,1.000677073,0.4988057,0.105409853,-0.042537102,0.999368653,0.487820974,0.09576618,-0.041824248,0.998016481,0.488432065,0.08969652,-0.038687828,0.998482685,0.523725959,0.100105168,-0.01173828,1.000066736,0.475192167,0.104772437,-0.016230212,0.999989366,0.513018127,0.128530375,-0.025286716,0.998627059,0.480690151,0.126262528,-0.027380946,0.999929277,0.563949428,0.242906671,-0.004773386,0.999266412,0.44362133,0.235085761,0.002042987,1.000755335,0.571830318,0.430246748,0.025419444,0.999733192,0.443337657,0.437953338,0.021723209,1.000502987,0.565370741,0.623776465,0.028458897,1.000189249,0.430057425,0.626044391,0.039353669,0.999675458,0.567655772,0.646159577,0.03823218,1.000129201,0.434553042,0.641777469,0.042723605,0.999830073,0.564887856,0.64085427,0.042974601,1.000290051,0.429959404,0.644162007,0.04774051,0.999949168,0.552031572,0.62939683,0.038926334,0.998974886,0.441090424,0.642660845,0.028412685,0.998523954,0.544080944,0.523960411,-0.006360313,1.00074545,0.459013216,0.536287409,-0.006287239,0.998076946,0.533654588,0.735183294,0.005187038,1.00050682,0.458175848,0.732536748,0.012488429,1.000405086,0.528322523,0.915862512,0.017554571,0.998330287,0.461843038,0.921712928,0.019557942,0.999518414,0.525016183,0.921221129,0.025035974,0.99702168,0.468648909,0.939752377,0.011936837,0.998567004,0.520145239,0.952059697,0.029737937,0.999184092,0.478642568,0.949464636,0.016740599,0.998188361
5,TRAIN/Mountain/mountain6.jpg,177.2247107,179.3409132,13.9955611,13.5347775,180.6459463,177.9904697,176.784357,173.5724154,173.8482339,173.3025525,170.0017736,357.6553541,176.5864662,175.8017615,0.507759411,0.092777261,-0.047961816,1.000507016,0.505589351,0.099985292,-0.043698965,0.99900529,0.517367034,0.097177522,-0.050496011,0.99913938,0.513758699,0.101723628,-0.040849057,1.000337857,0.480332606,0.093204112,-0.049084914,1.000322673,0.481510504,0.092886123,-0.03786474,0.999100496,0.482251847,0.083627385,-0.041441674,1.00069445,0.53361689,0.114737429,-0.012858,1.000615608,0.479685555,0.100877259,-0.026098461,0.998329484,0.510401089,0.121437852,-0.022863948,0.99941391,0.482557227,0.125936415,-0.033973034,0.999919186,0.560974933,0.247495716,-0.006638943,0.99923886,0.432313573,0.243252842,-0.005181968,0.998534922,0.57006505,0.443194902,0.011788636,0.99910468,0.439315303,0.433204706,0.028579347,1.000507946,0.570326176,0.624407521,0.025152571,0.999128907,0.442950218,0.622461962,0.022715129,0.99930363,0.574508288,0.641808835,0.043835691,1.000115822,0.438635599,0.655326748,0.042013588,0.99943196,0.565540206,0.652348855,0.04272005,0.998644952,0.434842044,0.649237999,0.04512282,0.999925342,0.556471017,0.630313799,0.026753607,0.997667418,0.442811624,0.646744213,0.039892355,0.997748319,0.537354741,0.537066606,0.009081372,0.999630751,0.45003357,0.521237699,0.000712061,1.000441356,0.54959699,0.72639286,0.007300477,0.999837907,0.465931306,0.730395028,0.012032353,0.998466425,0.532906248,0.920765859,0.019212055,0.997934102,0.473857798,0.926744333,0.019996653,0.998867354,0.535029308,0.922917414,0.023307014,0.999403875,0.471059336,0.931977606,0.016177829,0.999971005,0.52246928,0.959936972,0.024130445,0.998334848,0.476573746,0.949900511,0.02408281,0.998030126
6,TRAIN/Mountain/mountain7.jpg,180.8868568,175.9988673,12.6230776,8.6849047,179.3959486,178.8625119,180.0040741,173.525663,177.9234552,171.7902023,173.8750465,357.1344629,178.8751163,175.2740025,0.506970365,0.109821264,-0.049041142,0.99891223,0.513557974,0.105806286,-0.044845716,0.999073189,0.515556889,0.089660797,-0.046072474,0.998485277,0.527125044,0.089875449,-0.057381986,1.000156799,0.491607674,0.102101436,-0.033003806,1.000028763,0.48415065,0.087273889,-0.047248781,0.999987867,0.475821631,0.084896458,-0.045637271,1.000145148,0.529706378,0.09518265,-0.01548085,0.999627046,0.478566356,0.114769684,-0.027047891,1.000751194,0.508542221,0.126833202,-0.021480293,0.998188143,0.499483175,0.113592658,-0.038950558,1.00084083,0.563001956,0.241867848,0.009394539,0.999780918,0.43807988,0.230679857,-0.005182892,0.999365878,0.568759682,0.449091107,0.023055939,0.998926115,0.438835897,0.445906504,0.023170377,1.000133192,0.572297916,0.633006219,0.025504321,0.999659586,0.432346461,0.622400008,0.02165274,0.999167655,0.573375844,0.65019497,0.030460535,0.999218946,0.431452611,0.645474496,0.044907186,0.999883031,0.561621932,0.64768383,0.040891933,0.998800969,0.433428462,0.639988825,0.029269966,1.000226642,0.567904497,0.631697797,0.041257359,0.997459239,0.439121203,0.638728336,0.041243925,0.99886569,0.540378022,0.531694431,0.004274982,1.000270203,0.452481787,0.535059764,0.009313621,1.000592807,0.533613283,0.731982052,0.003598751,0.999464165,0.466010259,0.722460906,0.00257632,0.99841869,0.528224205,0.921249924,0.027029002,0.997605016,0.474598569,0.920122966,0.017271193,0.999133281,0.531461027,0.93890457,0.010001711,0.9979018,0.475924292,0.930388861,0.025656036,0.998977473,0.528898406,0.951541429,0.02390203,0.998467999,0.47972039,0.947042343,0.02076419,0.997529519
7,TRAIN/Mountain/mountain8.jpg,175.5940548,178.9185798,7.8968028,8.5045892,176.7982554,178.9957668,182.5742293,179.0214439,172.7283197,173.5906516,170.2849211,358.9785019,171.5948773,172.039739,0.497635646,0.108073199,-0.051998812,0.998149762,0.505083588,0.094506867,-0.046109693,0.999507713,0.506411161,0.098653498,-0.040092815,0.999990409,0.513852548,0.089442845,-0.046853639,1.000361525,0.492098894,0.094393729,-0.046930172,1.000877347,0.483672543,0.084518197,-0.037927855,0.998132574,0.472492424,0.084199803,-0.039032624,0.998097878,0.52780355,0.10225639,-0.023329653,0.998719759,0.482377107,0.099515309,-0.029802733,0.999031468,0.51937547,0.117572647,-0.037899945,1.000676908,0.483514627,0.124566548,-0.033869009,1.00036403,0.559792372,0.240579202,0.004009111,1.000496195,0.441030845,0.242149339,0.007931405,0.998412242,0.573930206,0.437791267,0.016903458,1.000023891,0.444360006,0.440633643,0.02189234,1.00034889,0.564537237,0.622551444,0.020189949,0.999240696,0.428109826,0.622527367,0.027576013,0.999906267,0.561057293,0.654508385,0.049489997,0.999622507,0.424982233,0.65217406,0.044135735,0.998049314,0.577724926,0.653969378,0.038044585,0.998327469,0.430555302,0.65683354,0.045627754,0.99994207,0.558103749,0.645158429,0.043949093,0.998619544,0.434254738,0.629802812,0.026589497,0.999589859,0.548897339,0.523302263,-0.00885177,1.000130228,0.461083195,0.529857011,0.007487059,1.000786499,0.538479672,0.730173647,0.014615947,0.999238968,0.46030023,0.739959089,0.017761611,0.999893646,0.533109429,0.922325732,0.028217728,0.999737752,0.469283201,0.924051834,0.024993359,0.998232679,0.537779663,0.939017368,0.026467268,0.999640996,0.467562228,0.932183872,0.022147471,0.999893942,0.533490443,0.957638611,0.020470328,0.997575206,0.461502447,0.956788179,0.02027369,0.999757451
8,TRAIN/Mountain/mountain9.jpg,177.5363336,176.2745686,8.9862696,7.9058681,180.4842711,175.4985913,178.3911962,180.6641391,171.9429232,172.9917799,171.9354504,355.7045276,176.9042058,174.5507356,0.494349264,0.096096396,-0.041337771,0.999828921,0.516514548,0.086708583,-0.05073886,0.999753246,0.514765329,0.091114881,-0.047689395,0.998885655,0.517077855,0.082103088,-0.042196074,0.998458473,0.487090646,0.088026756,-0.040159078,0.998154231,0.485286372,0.087074213,-0.047523147,0.999362236,0.473112608,0.095132669,-0.045478095,0.999086076,0.520985699,0.103566829,-0.026356359,1.000334632,0.4671739,0.103771441,-0.013212851,0.998385503,0.507074756,0.118679203,-0.032815265,1.000511542,0.483969292,0.113791341,-0.039194874,0.999083638,0.56487848,0.248019956,-0.00679375,0.998496976,0.4395859,0.243304858,-0.004684008,0.999163286,0.566002473,0.445996402,0.024286419,0.998774663,0.440287854,0.447635331,0.020037172,1.000570684,0.571861258,0.62777697,0.022194656,0.998023639,0.425423044,0.62311084,0.030000019,1.000002155,0.564730099,0.653566206,0.03684282,1.000429316,0.434748631,0.64868657,0.035789333,0.998957788,0.573217998,0.642954946,0.031049914,0.99903372,0.426989336,0.653334552,0.045283336,1.000482771,0.556947087,0.644412188,0.028968249,0.999519383,0.444199049,0.642022899,0.035046679,0.997943565,0.549851033,0.531823924,0.002689544,0.998588153,0.452645916,0.520767329,0.009807976,1.000687295,0.53852606,0.732329347,0.001818709,0.997952866,0.458145944,0.726128919,0.0126662,0.998494283,0.531723557,0.919583905,0.020197274,0.999431619,0.4610858,0.915384922,0.015611119,0.998553074,0.531361484,0.926396818,0.010951128,0.997122667,0.458042613,0.934895094,0.014239551,0.998416174,0.538169639,0.942015234,0.0136968,0.999744985,0.467271625,0.946087134,0.011937744,0.996940985
9,TRAIN/Mountain/mountain10.jpg,178.3106094,179.1718456,8.6496939,12.9303368,177.1683098,178.6728498,178.2886206,176.7159229,176.2019867,172.100333,172.8404936,361.0975504,172.0438832,175.9406995,0.492407087,0.101731229,-0.041756463,0.999863065,0.503808672,0.100093201,-0.041489987,0.998124639,0.51593158,0.090857959,-0.045492987,1.000868934,0.514039982,0.096415389,-0.059123778,0.99847512,0.491009914,0.09105051,-0.032458493,1.000460315,0.493136297,0.103502523,-0.032101739,0.999245447,0.484346517,0.100216984,-0.04864583,0.999157012,0.533626647,0.105077389,-0.029562502,0.999697461,0.478934125,0.097578685,-0.029091095,0.999598524,0.515887808,0.123876067,-0.025185696,0.999092481,0.493693886,0.127405114,-0.020569232,0.998396555,0.565014556,0.237683008,0.005587443,0.999102547,0.435429884,0.233681327,-0.006799939,0.998553423,0.568934435,0.4475831,0.025812938,0.999166323,0.43915508,0.440501464,0.016068203,0.998461009,0.569165094,0.631043018,0.023422182,0.997836837,0.429764335,0.620781814,0.02296279,1.000350807,0.578544959,0.645408697,0.045812426,0.999427239,0.424980161,0.656468205,0.040691898,0.9975042,0.564949238,0.650103191,0.035382203,0.997749738,0.436109234,0.648985501,0.042441592,0.998725029,0.564229641,0.634492703,0.026145269,0.999847766,0.444478636,0.632385592,0.044304549,0.997930206,0.549432094,0.530747774,0.009575248,1.000234558,0.465610264,0.522128855,0.004915396,0.999045943,0.543076494,0.737400516,0.012686111,0.999452633,0.466336941,0.724412781,0.00537587,0.999544991,0.541154659,0.925057954,0.01311283,0.998195169,0.469525722,0.9173728,0.028043363,0.997781073,0.526630271,0.92370056,0.027247043,0.99756658,0.466810368,0.9345896,0.022951285,0.997063142,0.523258373,0.943554685,0.017883947,0.998723466,0.461389082,0.941440974,0.014905077,0.999627393
